passage_id,text,source
p3202,"During childbirth , a baby passes from the uterus, through the vagina, and out of the mother’s body. Childbirth usually starts when the amniotic sac breaks.",SciQ
p3203,"Genetic Drift Another way a population’s allele frequencies can change is genetic drift (Figure 11.7), which is simply the effect of chance. Genetic drift is most important in small populations. Drift would be completely absent in a population with infinite individuals, but, of course, no population is this large. Genetic drift occurs because the alleles in an offspring generation are a random sample of the alleles in the parent generation. Alleles may or may not make it into the next generation due to chance events including mortality of an individual, events affecting finding a mate, and even the events affecting which gametes end up in fertilizations. If one individual in a population of ten individuals happens to die before it leaves any offspring to the next generation, all of its genes—a tenth of the population’s gene pool—will be suddenly lost. In a population of 100, that 1 individual represents only 1 percent of the overall gene pool; therefore, it has much less impact on the population’s genetic structure and is unlikely to remove all copies of even a relatively rare allele. Imagine a population of ten individuals, half with allele A and half with allele a (the individuals are haploid). In a stable population, the next generation will also have ten individuals. Choose that generation randomly by flipping a coin ten times and let heads be A and tails be a. It is unlikely that the next generation will have exactly half of each allele. There might be six of one and four of the other, or some different set of frequencies. Thus, the allele frequencies have changed and evolution has occurred. A coin will no longer work to choose the next generation (because the odds are no longer one half for each allele). The frequency in each generation will drift up and down on what is known as a random walk until at one point either all A or all a are chosen and that allele is fixed from that point on. This could take a very long time for a large population. This simplification is not very biological, but it can be shown that real populations behave this way. The effect of drift on frequencies is greater the smaller a population is. Its effect is also greater on an allele with a frequency far from one half. Drift will influence every allele, even those that are being naturally selected.",SciQ
p3204,Implantation occurs when the developing embryo fixes itself to the side of the uterus.,SciQ
p3205,"When exposed to ultraviolet, some substances, such as minerals, glow in characteristic visible wavelengths, a process called fluorescence. So-called black lights emit ultraviolet to cause posters and clothing to fluoresce in the visible. Ultraviolet is also used in special microscopes to detect details smaller than those observable with longer-wavelength visible-light microscopes. Things Great and Small: A Submicroscopic View of X-Ray Production X-rays can be created in a high-voltage discharge. They are emitted in the material struck by electrons in the discharge current. There are two mechanisms by which the electrons create X-rays. The first method is illustrated in Figure 24.18. An electron is accelerated in an evacuated tube by a high positive voltage. The electron strikes a metal plate (e. , copper) and produces X-rays. Since this is a high-voltage discharge, the electron gains sufficient energy to ionize the atom.",SciQ
p3206,Cancer is a disease that occurs when the cell cycle is no longer regulated. Cancer cells grow rapidly and may form a mass of abnormal cells called a tumor.,SciQ
p3207,"Floating and Sinking Drop a lump of clay in water. It will sink. Then mold the lump of clay into the shape of a boat, and it will float. Because of its shape, the boat displaces more water than the lump and experiences a greater buoyant force. The same is true of steel ships.",SciQ
p3208,"Touch is the ability to sense pain, pressure, or temperature. Nerve cells that sense touch are found mainly in the skin. The skin on the palms, soles, face, and lips has the most neurons. Neurons that sense pain are also found inside the body inside the body in the tongue, joints, muscles, and other organs.",SciQ
p3209,Courtesy of the US Geological Survey. Concentric circles on a topographic map indicate a hill . Public Domain.,SciQ
p3210,"The bronchioles lead to the alveoli. Alveoli are the little sacs at the end of the bronchioles ( Figure below ). They look like little bunches of grapes. Oxygen is exchanged for carbon dioxide in the alveoli. That means oxygen enters the blood, and carbon dioxide moves out of the blood. The gases are exchanged between the blood and alveoli by simple diffusion.",SciQ
p3211,"If you are a young woman, getting in the habit of performing a monthly breast self-exam is a good idea. Lumps or other subtle changes in the breasts may indicate breast cancer. The outcome is typically better if breast cancer is caught and treated early.",SciQ
p3212,An animation of dark spokes in Saturn’s rings is seen here: http://en. wikipedia. org/wiki/File:Saturn_ring_spokes_PIA11144_300px_secs15.5to23_20080926. ogv . The spokes appear seasonally and their origin is as yet unknown.,SciQ
p3213,"Hair is a fiber that is found only in mammals. Its main component is keratin. A hair shaft consists of dead, keratin-filled cells that overlap each other like the shingles on a roof (see Figure below ). Like roof shingles, the overlapping cells help shed water from the hair.",SciQ
p3214,"Muscles That Move the Head The head, attached to the top of the vertebral column, is balanced, moved, and rotated by the neck muscles (Table 11.5). When these muscles act unilaterally, the head rotates. When they contract bilaterally, the head flexes or extends. The major muscle that laterally flexes and rotates the head is the sternocleidomastoid. In addition, both muscles working together are the flexors of the head. Place your fingers on both sides of the neck and turn your head to the left and to the right. You will feel the movement originate there. This muscle divides the neck into anterior and posterior triangles when viewed from the side (Figure 11.14).",SciQ
p3215,30.4 Human welfare depends greatly on seed plants.,SciQ
p3216,Secondary alcohols are oxidized to form ketones.,SciQ
p3217,Prokaryotic cells are cells without a nucleus. They are found in single-celled organisms. Eukaryotic cells are cells with a nucleus and other organelles. They are found mainly in multicellular organisms.,SciQ
p3218,"Bones, cartilage, and ligaments make up the skeletal system.",SciQ
p3219,"The hypothalamus is actually part of the brain, but it also secretes hormones. Some of its hormones go directly to the pituitary gland in the endocrine system. These hypothalamus hormones tell the pituitary to either secrete or stop secreting its hormones. In this way, the hypothalamus provides a link between the nervous and endocrine systems.",SciQ
p3220,"Roundworms can be free-living organisms, but they are probably best known for their role as significant plant and animal parasites. Most Nematodes are parasitic, with over 16,000 parasitic species described. Heartworms, which cause serious disease in dogs while living in the heart and blood vessels, are a type of roundworm. Roundworms can also cause disease in humans. Elephantiasis, a disease characterized by the extreme swelling of the limbs ( Figure below ), is caused by infection with a type of roundworm.",SciQ
p3221,"There are many branches of oceanography. Physical oceanography is the study of water movement, like waves and ocean currents. Physical oceanographers ask when or if a tsunami will hit a shoreline. Marine geologists look at rocks and structures in the ocean basins. These scientists ask how new ocean crust forms. Chemical oceanographers study the natural elements in ocean water. Chemical oceanographers might be concerned with where carbon dioxide goes in the oceans. Marine biologists look at marine life. There are lots of questions to ask about marine life!.",SciQ
p3222,The head of the sperm contains the nucleus. The nucleus holds the DNA of the cell. The head also contains enzymes that help the sperm break through the cell membrane of an egg.,SciQ
p3223,There are many types of asexual spores. Conidiospores are unicellular or multicellular spores that are released directly from the tip or side of the hypha. Other asexual spores originate in the fragmentation of a hypha to form single cells that are released as spores; some of these have a thick wall surrounding the fragment. Yet others bud off the vegetative parent cell. Sporangiospores are produced in a sporangium (Figure 24.9).,SciQ
p3224,Acid rain forms when nitrogen and sulfur oxides in air dissolve in rain ( Figure below ). This forms nitric and sulfuric acids. Both are strong acids. Acid rain with a pH as low as 4.0 is now common in many areas. Acid fog may be even more acidic than acid rain. Fog with a pH as low as 1.7 has been recorded. That’s the same pH as toilet bowl cleaner!.,SciQ
p3225,Mushrooms gain their energy from decomposing dead organisms. Explain why a mushroom is not a plant.,SciQ
p3226,"Gibberellins are hormones that cause the plant to grow. When gibberellins are applied to plants by scientists, the stems grow longer. Some gardeners or horticulture scientists add gibberellins to increase the growth of plants. Dwarf plants (small plants), on the other hand, have low levels of gibberellins ( Figure below ). Another function of gibberellins is to stop dormancy (resting time) of seeds and buds. Gibberellins signal that it’s time for a seed to germinate (sprout) or for a bud to open.",SciQ
p3227,"The ileum is the last part of the small intestine. It is covered with villi like the jejunum. A few remaining nutrients are absorbed in the ileum. From the ileum, any remaining food waste passes into the large intestine.",SciQ
p3228,"If you zoom in very close on a leaf of a plant, or on the skin on your hand, or a drop of blood, you will find cells, you will find cells ( Figure below ). Cells are the smallest structural and functional unit of all living organisms. Most cells are so small that they are usually visible only through a microscope. Some organisms, like bacteria, plankton that live in the ocean, or the Paramecium, shown in Figure below , are unicellular, made of just one cell. Other organisms have millions, billions, or trillions of cells.",SciQ
p3229,"Appendicular System: Congenital Clubfoot Clubfoot, also known as talipes, is a congenital (present at birth) disorder of unknown cause and is the most common deformity of the lower limb. It affects the foot and ankle, causing the foot to be twisted inward at a sharp angle, like the head of a golf club (Figure 8.21). Clubfoot has a frequency of about 1 out of every 1,000 births, and is twice as likely to occur in a male child as in a female child. In 50 percent of cases, both feet are affected.",SciQ
p3230,"In the case of Dolly, cells from the mammary glands were taken from the adult that was to be cloned. But other somatic cells can be used. Somatic cells come from the body and are not gametes like sperm or egg.",SciQ
p3231,"Nitrogen oxides include nitric oxide (NO) and nitrogen dioxide (NO 2 ). Nitrogen oxides form when nitrogen and oxygen combine at high temperatures. This occurs in hot exhausts from vehicles, factories, and power plants.",SciQ
p3232,Bar graphs are especially useful for comparing values for different types of things. The bar graph in Figure below shows the number of vehicles of each type that passed the checkpoint.,SciQ
p3233,"DNA replication. The two DNA strands are opened by helicase. The strands are held open by a single strand of binding proteins, preventing premature reannealing. Topoisomerase solves the problem caused by tension generated by winding/unwinding of DNA. This enzyme wraps around DNA and makes a cut permitting the helix to spin and relax. Once DNA is relaxed, topoisomerase reconnects broken strands. DNA primase synthesizes a short RNA primer which initiates the Okazaki fragment. Okazaki fragments are attached by DNA ligase.",SciQ
p3234,Microcontinents come together to create continents and supercontinents.,SciQ
p3235,"Scavengers consume the soft tissues of dead animals. Examples of scavengers include vultures, raccoons, and blowflies.",SciQ
p3236,Terrestrial biomes are classified by climatic factors and types of primary producers. The world map in Figure below shows where 13 major terrestrial biomes are found.,SciQ
p3237,"Modern taxonomists have reordered many groups of organisms since Linnaeus. The main categories that biologists use are listed here from the most specific to the least specific category ( Figure below ). All organisms can be classified into one of three domains , the least specific grouping. The three domains are Bacteria, Archaea, and Eukarya. The Kingdom is the next category after the Domain. All life is divided among six kingdoms: Kingdom Bacteria, Kingdom Archaea, Kingdom Protista, Kingdom Plantae, Kingdom Fungi, and Kingdom Animalia.",SciQ
p3238,"Arteries, Veins, and Capillaries The blood from the heart is carried through the body by a complex network of blood vessels (Figure 40.15). Arteries take blood away from the heart. The main artery is the aorta that branches into major arteries that take blood to different limbs and organs. These major arteries include the carotid artery that takes blood to the brain, the brachial arteries that take blood to the arms, and the thoracic artery that takes blood to the thorax and then into the hepatic, renal, and gastric arteries for the liver, kidney, and stomach, respectively. The iliac artery takes blood to the lower limbs. The major arteries diverge into minor arteries, and then smaller vessels called arterioles, to reach more deeply into the muscles and organs of the body.",SciQ
p3239,The Bohr model works only for the hydrogen atom.,SciQ
p3240,"The base-pairing nature of DNA. Adenine always pairs with thymine, and they are held together with two hydrogen bonds. The guanine-cytosine base pair is held together with three hydrogen bonds. Note that one sugar-phosphate backbone is in the 5’ → 3’ direction, with the other strand in the opposite 3’ → 5’ orientation. Notice that the 5'-end begins with a free (not attached to the sugar of another nucleotide) phosphate group, while the 3'-end has a free (not attached to the phosphate group of another nucleotide) deoxyribose sugar.",SciQ
p3241,"Approximately 20% of the atmosphere is oxygen. This gas is essential for life. In environments where oxygen is in low supply, it can be provided from a tank. Since gases are very compressible, a large amount of oxygen can be stored in a relatively small container. When it is released, the volume expands and the pressure decreases. The gas is then available for breathing under normal pressure.",SciQ
p3242,Compound forms when atoms of nonmetals form molecules that are held together by covalent bonds.,SciQ
p3243,"Diamond is the hardest natural material known on Earth. Yet diamond is just pure carbon. What is special about this element that makes diamond so hard? Bonds. Chemical bonds. In a perfect diamond crystal, each C atom makes four connections—bonds—to four other C atoms in a three-dimensional matrix. Four is the greatest number of bonds that is commonly made by atoms, so C atoms maximize their interactions with other atoms. This threedimensional array of connections extends throughout the diamond crystal, making it essentially one large molecule. Breaking a diamond means breaking every bond at once. Also, the bonds are moderately strong. There are stronger interactions known, but the carboncarbon connection is fairly strong itself. Not only does a person have to break many connections at once, but also the bonds are strong connections from the start. There are other substances that have similar bonding arrangements as diamond does. Silicon dioxide and boron nitride have some similarities, but neither of them comes close to the ultimate hardness of diamond. How do atoms make compounds? Typically they join together in such a way that they lose their identities as elements and adopt a new identity as a compound. These joins are called chemical bonds. But how do atoms join together? Ultimately, it all comes down to electrons. Before we discuss how electrons interact, we need to introduce a tool to simply illustrate electrons in an atom.",SciQ
p3244,Figure 33.4 The mouse has a much higher metabolic rate than the elephant. (credit “mouse”: modification of work by Magnus Kjaergaard; credit “elephant”: modification of work by “TheLizardQueen”/Flickr).,SciQ
p3245,"The Orbit The orbit is the bony socket that houses the eyeball and contains the muscles that move the eyeball or open the upper eyelid. Each orbit is cone-shaped, with a narrow posterior region that widens toward the large anterior opening. To help protect the eye, the bony margins of the anterior opening are thickened and somewhat constricted. The medial walls of the two orbits are parallel to each other but each lateral wall diverges away from the midline at a 45° angle. This divergence provides greater lateral peripheral vision. The walls of each orbit include contributions from seven skull bones (Figure 7.16). The frontal bone forms the roof and the zygomatic bone forms the lateral wall and lateral floor. The medial floor is primarily formed by the maxilla, with a small contribution from the palatine bone. The ethmoid bone and lacrimal bone make up much of the medial wall and the sphenoid bone forms the posterior orbit. At the posterior apex of the orbit is the opening of the optic canal, which allows for passage of the optic nerve from the retina to the brain. Lateral to this is the elongated and irregularly shaped superior orbital fissure, which provides passage for the artery that supplies the eyeball, sensory nerves, and the nerves that supply the muscles involved in eye movements.",SciQ
p3246,"They are full of energy. Energy in the form of glucose. Fruit and vegetable plants, like all plants, are autotrophs and producers, producing energy from sunlight. The energy from sunlight is briefly held in NADPH and ATP, which is needed to drive the formation of sugars such as glucose. And this all happens in the Calvin Cycle.",SciQ
p3247,"Starches (a) and cellulose (b) differ in the connection between glucose units and the amount of branching in the molecule. Starches can be coiled or branched, whereas cellulose, the primary structural material of plants, has long, unbranched chains held together by hydrogen bonds. Cellulose is the primary structural material of plants and one of the most abundant organic substances on Earth. Because our enzymes are not able to hydrolyze the bonds between the glucose units in cellulose, we are unable to digest it. A recently marketed product containing a high percentage of cellulose was sold as a dietetic substance for rapid weight loss, but those who consumed it experienced severe intestinal discomfort because the cellulose could not be digested. The product was quickly removed from the market.",SciQ
p3248,"From outside to inside, Earth is divided into crust, mantle, and core. Each has a different chemical makeup. Earth can also be divided into layers with different properties. The two most important are lithosphere and asthenosphere.",SciQ
p3249,"Alternating Current (AC): Voltage pushes (so current flows) in alternate directions, back and forth. In the US they reverse direction 60 times a second (60 Hz). AC is more convenient than DC for transporting electrical energy. Below is a plot of voltage vs. time for a standard circuit in the USA.",SciQ
p3250,"Asexual reproduction has the advantage of occurring quickly. Sexual reproduction has the advantage of creating genetic variation. This can help a species adapt to environmental change. The genetic variation arises due to crossing over, independent assortment, and the random union of gametes.",SciQ
p3251,"Skeletal Muscle Fiber Structure and Function Each skeletal muscle fiber is a skeletal muscle cell. Within each muscle fiber are myofibrils, long cylindrical structures that lie parallel to the muscle fiber. Myofibrils run the entire length of the muscle fiber. They attach to the plasma membrane, called the sarcolemma, at their ends, so that as myofibrils shorten, the entire muscle cell contracts (Figure 16.18).",SciQ
p3252,Hydrogen atoms form only one covalent bond because they have only one valence electron to pair.,SciQ
p3253,Figure 11.33 Detergents contain a nonpolar hydrocarbon end (blue) and an ionic end (red). The ionic end can be either a sulfate or a sulfonate. The length of the hydrocarbon end can vary from detergent to detergent.,SciQ
p3254,"The inside of the small intestine has many folds, called villi. Microvilli are lined with blood vessels as well as lymphatic vessels. The inside of the small intestine is called the lumen. Figure 34.19 Which of the following statements about digestive processes is true? a. Amylase, maltase and lactase in the mouth digest carbohydrates. Trypsin and lipase in the stomach digest protein. Bile emulsifies lipids in the small intestine. No food is absorbed until the small intestine.",SciQ
p3255,"Birds are thought to have evolved from theropod dinosaurs around 150 million years ago. Their ancestor may have been similar to the extinct theropod Deinonychus, whose fossils convinced most scientists that birds evolved from dinosaurs. Scientist still don’t know how or why wings and flight evolved, but they continue to search for answers.",SciQ
p3256,"Compared with the nearest evolutionary relative, the chimpanzee, the human has a brain that is huge. At a point in the past, a common ancestor gave rise to the two species of humans and chimpanzees. That evolutionary history is long and is still an area of intense study. But something happened to increase the size of the human brain relative to the chimpanzee. Read this article (http://openstaxcollege. org/l/hugebrain) in which the author explores the current understanding of why this happened. According to one hypothesis about the expansion of brain size, what tissue might have been sacrificed so energy was available to grow our larger brain? Based on what you know about that tissue and nervous tissue, why would there be a trade-off between them in terms of energy use?.",SciQ
p3257,What do you see when you look at this picture? Is it just a mass of tangled ribbons? Look closely. It’s actually a complex pattern of three-dimensional shapes. It represents the structure of a common chemical found inside living cells. The chemical is a protein called hemoglobin. It is the protein in red blood cells which transports oxygen around the body.,SciQ
p3258,"CHAPTER SUMMARY 12.1 Mendel’s Experiments and the Laws of Probability Working with garden pea plants, Mendel found that crosses between parents that differed by one trait produced F1 offspring that all expressed the traits of one parent. Observable traits are referred to as dominant, and non-expressed traits are described as recessive. When the offspring in Mendel’s experiment were self-crossed, the F2 offspring exhibited the dominant trait or the recessive trait in a 3:1 ratio, confirming that the recessive trait had been transmitted faithfully from the original P0 parent. Reciprocal crosses generated identical F1 and F2 offspring ratios. By examining sample sizes, Mendel showed that his crosses behaved reproducibly according to the laws of probability, and that the traits were inherited as independent events. Two rules in probability can be used to find the expected proportions of offspring of different traits from different crosses. To find the probability of two or more independent events occurring together, apply the product rule and multiply the probabilities of the individual events. The use of the word “and” suggests the appropriate application of the product rule. To find the probability of two or more events occurring in combination, apply the sum rule and add their individual probabilities together. The use of the word “or” suggests the appropriate application of the sum rule.",SciQ
p3259,"Other organs involved in digestion include the liver, gall bladder, and pancreas. They are called accessory organs because food does not pass through them. Instead, they secrete or store substances needed for digestion.",SciQ
p3260,"Laura Guerin. At a synapse, neurotransmitters are released to carry a nerve impulse from one neuron to the next . CC BY-NC 3.0.",SciQ
p3261,The net force is found by subtracting the frictional force from the applied force.,SciQ
p3262,Skyscrapers and other large structures built on soft ground must be anchored to bedrock. Sometimes the bedrock lies hundreds of meters below the ground surface.,SciQ
p3263,"The cardiovascular system also plays a role in maintaining body temperature. It helps to keep you warm by moving warm blood around your body. Your blood vessels also control your body temperature to keep you from getting too hot or too cold. When your brain senses that your body temperature is increasing, it sends messages to the blood vessels in the skin to increase in diameter. Increasing the diameter of the blood vessels increases the amount of blood and heat that moves near the skin's surface. The heat is then released from the skin. This helps you cool down. What do you think your blood vessels do when your body temperature is decreasing?.",SciQ
p3264,"Digestive Processes The processes of digestion include six activities: ingestion, propulsion, mechanical or physical digestion, chemical digestion, absorption, and defecation. The first of these processes, ingestion, refers to the entry of food into the alimentary canal through the mouth. There, the food is chewed and mixed with saliva, which contains enzymes that begin breaking down the carbohydrates in the food plus some lipid digestion via lingual lipase. Chewing increases the surface area of the food and allows an appropriately sized bolus to be produced. Food leaves the mouth when the tongue and pharyngeal muscles propel it into the esophagus. This act of swallowing, the last voluntary act until defecation, is an example of propulsion, which refers to the movement of food through the digestive tract. It includes both the voluntary process of swallowing and the involuntary process of peristalsis. Peristalsis consists of sequential, alternating waves of contraction and relaxation of alimentary wall smooth muscles, which act to propel food along (Figure 23.5). These waves also play a role in mixing food with digestive juices. Peristalsis is so powerful that foods and liquids you swallow enter your stomach even if you are standing on your head.",SciQ
p3265,Lampreys Lampreys lack scales but have fins and a partial backbone. Their mouth is surrounded by a large round sucker with teeth. They use the sucker to suck the blood of other fish. lampreys.,SciQ
p3266,"Any time the physical properties of a substance are changed, we can say the substance has undergone a physical change . All substances undergo physical changes where there is a change in the form of the substance but not in its chemical composition. For instance, the grinding of granular sugar into powdered sugar is a physical change. Similarly, dissolving sugar in water is a physical change. We can also use physical changes to separate mixtures into their components. There are a variety of methods used, and the best procedure depends largely on the nature of the mixture. Depending on the states of matter involved, the relative sizes of the mixtures components, and whether the mixture is homogeneous or heterogeneous will determine the necessary separation technique.",SciQ
p3267,"Digestive enzymes are released, or secreted, by the organs of the digestive system. These enzymes include proteases that digest proteins, and nucleases that digest nucleic acids. Examples of digestive enzymes are:.",SciQ
p3268,"In the jellyfish, a mouth opening is present on the underside of the animal, surrounded by tentacles bearing nematocysts. Scyphozoans live most of their life cycle as free-swimming, solitary carnivores. The mouth leads to the gastrovascular cavity, which may be sectioned into four interconnected sacs, called diverticuli. In some species, the digestive system may be further branched into radial canals. Like the septa in anthozoans, the branched gastrovascular cells serve two functions: to increase the surface area for nutrient absorption and diffusion; thus, more cells are in direct contact with the nutrients in the gastrovascular cavity. In scyphozoans, nerve cells are scattered all over the body. Neurons may even be present in clusters called rhopalia. These animals possess a ring of muscles lining the dome of the body, which provides the contractile force required to swim through water. Scyphozoans are dioecious animals, that is, the sexes are separate. The gonads are formed from the gastrodermis and gametes are expelled through the mouth. Planula larvae are formed by external fertilization; they settle on a substratum in a polypoid form known as scyphistoma. These forms may produce additional polyps by budding or may transform into the medusoid form. The life cycle (Figure 28.10) of these animals can be described as polymorphic, because they exhibit both a medusal and polypoid body plan at some point in their life cycle.",SciQ
p3269,"Second Messengers Second messengers are small molecules that propagate a signal after it has been initiated by the binding of the signaling molecule to the receptor. These molecules help to spread a signal through the cytoplasm by altering the behavior of certain cellular proteins. Calcium ion is a widely used second messenger. The free concentration of calcium ions (Ca2+) within a cell is very low because ion pumps in the plasma membrane continuously use adenosine-5'-triphosphate (ATP) to remove it. For signaling purposes, Ca2+ is stored in cytoplasmic vesicles, such as the endoplasmic reticulum, or accessed from outside the cell. When signaling occurs, ligand-gated calcium ion channels allow the higher levels of Ca2+ that are present outside the cell (or in intracellular storage compartments) to flow into the cytoplasm, which raises the concentration of cytoplasmic Ca2+. The response to the increase in Ca2+ varies, depending on the cell type involved. For example, in the β-cells of the pancreas, Ca2+ signaling leads to the release of insulin, and in muscle cells, an increase in Ca 2+ leads to muscle contractions. Another second messenger utilized in many different cell types is cyclic AMP (cAMP). Cyclic AMP is synthesized by the enzyme adenylyl cyclase from ATP (Figure 9.12). The main role of cAMP in cells is to bind to and activate an enzyme called cAMP-dependent kinase (A-kinase). A-kinase regulates many vital metabolic pathways: It phosphorylates serine and threonine residues of its target proteins, activating them in the process. A-kinase is found in many different types of cells, and the target proteins in each kind of cell are different. Differences give rise to the variation of the responses to cAMP in different cells.",SciQ
p3270,Astronomers use light years as the unit to describe distances in space. Remember that a light year is the distance light travels in one year.,SciQ
p3271,"26.1 | Body Fluids and Fluid Compartments By the end of this section, you will be able to: • Explain the importance of water in the body • Contrast the composition of the intracellular fluid with that of the extracellular fluid • Explain the importance of protein channels in the movement of solutes • Identify the causes and symptoms of edema The chemical reactions of life take place in aqueous solutions. The dissolved substances in a solution are called solutes. In the human body, solutes vary in different parts of the body, but may include proteins—including those that transport lipids, carbohydrates, and, very importantly, electrolytes. Often in medicine, a mineral dissociated from a salt that carries an electrical charge (an ion) is called and electrolyte. For instance, sodium ions (Na+) and chloride ions (Cl-) are often referred to as electrolytes. In the body, water moves through semi-permeable membranes of cells and from one compartment of the body to another by a process called osmosis. Osmosis is basically the diffusion of water from regions of higher concentration to regions of lower concentration, along an osmotic gradient across a semi-permeable membrane. As a result, water will move into and out of cells and tissues, depending on the relative concentrations of the water and solutes found there. An appropriate balance of solutes inside and outside of cells must be maintained to ensure normal function.",SciQ
p3272,"Neurons Neurons are the cells considered to be the basis of nervous tissue. They are responsible for the electrical signals that communicate information about sensations, and that produce movements in response to those stimuli, along with inducing thought processes within the brain. An important part of the function of neurons is in their structure, or shape. The threedimensional shape of these cells makes the immense numbers of connections within the nervous system possible.",SciQ
p3273,"Pure carbon can exist in different forms, depending on how its atoms are arranged. The forms include diamond, graphite, and fullerenes. All three forms exist as crystals, but they have different structures. Their different structures, in turn, give them different properties. You can learn more about them in Table below .",SciQ
p3274,"and is part of the heart wall. The pericardial cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium. In most organs within the body, visceral serous membranes such as the epicardium are microscopic. However, in the case of the heart, it is not a microscopic layer but rather a macroscopic layer, consisting of a simple squamous epithelium called a mesothelium, reinforced with loose, irregular, or areolar connective tissue that attaches to the pericardium. This mesothelium secretes the lubricating serous fluid that fills the pericardial cavity and reduces friction as the heart contracts. Figure 19.5 illustrates the pericardial membrane and the layers of the heart.",SciQ
p3275,Most common disorders of the male reproductive system involve the testes. They include injuries and cancer.,SciQ
p3276,Magma beneath a volcano erupts onto the volcano’s surface. Layer upon layer of lava creates a volcano.,SciQ
p3277,"In amphibians, reptiles, birds, and mammals, blood flow is directed in two circuits: one through the lungs and back to the heart, which is called pulmonary circulation, and the other throughout the rest of the body and its organs including the brain (systemic circulation). In amphibians, gas exchange also occurs through the skin during pulmonary circulation and is referred to as pulmocutaneous circulation. As shown in Figure 40.4b, amphibians have a three-chambered heart that has two atria and one ventricle rather than the two-chambered heart of fish. The two atria (superior heart chambers) receive blood from the two different circuits (the lungs and the systems), and then there is some mixing of the blood in the heart’s ventricle (inferior heart chamber), which reduces the efficiency of oxygenation. The advantage to this arrangement is that high pressure in the vessels pushes blood to the lungs and body. The mixing is mitigated by a ridge within the ventricle that diverts oxygen-rich blood through the systemic circulatory system and deoxygenated blood to the pulmocutaneous circuit. For this reason, amphibians are often described as having double circulation. Most reptiles also have a three-chambered heart similar to the amphibian heart that directs blood to the pulmonary and systemic circuits, as shown in Figure 40.4c. The ventricle is divided more effectively by a partial septum, which results in less mixing of oxygenated and deoxygenated blood. Some reptiles (alligators and crocodiles) are the most primitive animals to exhibit a four-chambered heart. Crocodilians have a unique circulatory mechanism where the heart shunts blood from the lungs toward the stomach and other organs during long periods of submergence, for instance, while the animal waits for prey or stays underwater waiting for prey to rot. One adaptation includes two main arteries that leave the same part of the heart: one takes blood to the lungs and the other provides an alternate route to the stomach and other parts of the body. Two other adaptations include a hole in the heart between the two ventricles, called the foramen of Panizza, which allows blood to move from one side of the heart to the other, and specialized connective tissue that slows the blood flow to the lungs. Together these adaptations have made crocodiles and alligators one of the most evolutionarily successful animal groups on earth. In mammals and birds, the heart is also divided into four chambers: two atria and two ventricles, as illustrated in Figure 40.4d. The oxygenated blood is separated from the deoxygenated blood, which improves the efficiency of double circulation and is probably required for the warm-blooded lifestyle of mammals and birds. The four-chambered heart of birds and mammals evolved independently from a three-chambered heart. The independent evolution of the same or a similar biological trait is referred to as convergent evolution.",SciQ
p3278,"In the microbiology lab, aseptic technique refers to the procedures that are carried out under sterile conditions. Scientists who study microbes are called microbiologists. Microbiologists must carry out their lab work using the aseptic technique to prevent microbial contamination of themselves, contamination of the environment they are working in, including work surfaces or equipment, and contamination of the sample they are working on. Bacteria live on just about every surface on Earth, so if a scientist wants to grow a particular type of bacterium in the lab, he or she needs to be able to sterilize their equipment to prevent contamination by other bacteria or microorganisms. The aseptic technique is also used in medicine, where it is important to keep the human body free of contamination.",SciQ
p3279,"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. Because magnesium (E° = −2.37 V) is much more easily oxidized than iron (E° = −0.45 V), the Mg rod acts as the anode in a galvanic cell. The pipeline is therefore forced to act as the cathode at which oxygen is reduced. The soil between the anode and the cathode acts as a salt bridge that completes the electrical circuit and maintains electrical neutrality. As Mg(s) is oxidized to Mg2+ at the anode, anions in the soil, such as nitrate, diffuse toward the anode to neutralize the positive charge. Simultaneously, cations in the soil, such as H+ or NH4+, diffuse toward the cathode, where they replenish the protons that are consumed as oxygen is reduced. A similar strategy uses many miles of somewhat less reactive zinc wire to protect the Alaska oil pipeline.",SciQ
p3280,"As the Figure below (a) and (b) shows, a mitochondrion has two phospholipids membranes. The smooth outer membrane separates the mitochondrion from the cytosol. The inner membrane has many folds, called cristae . These cristae greatly increase the membrane surface area for integral proteins. Many proteins involved in cellular respiration are embedded in this inner membrane. The greater surface area allows more proteins to be located there, resulting in more cellular respiration reactions, and more ATP synthesis. ATP is produced by the enzyme ATP synthase, which is a membrane protein of the mitochondria inner membrane. The fluid-filled inside of the mitochondrian, called matrix , is where most of the cell’s ATP is made.",SciQ
